WorkerId,Input.text1,Input.text2,Input.text3,Input.text4,Input.text5,Answer.text1,Answer.text2,Answer.text3,Answer.text4,Answer.text5
AMT_Q42,"bob was traveling abroad when he stopped to eat at a small restaurant . </s> he was shocked to see a brown bear in the cage outside the restaurant . </s> the tourist attraction he had looked at was now gone . </s> bob was outraged and immediately reported the local authorities . </s> the paper reported the bear was removed and he was relieved . </s> 
","john had a raging toothache . </s> he called the dentist for an emergency appointment . </s> the dentist told him he could remove the dying tooth . </s> john told him to do whatever it takes to end the pain . </s> the dentist pulled the tooth right out of john 's head . </s> 
","the family was in costa rica . </s> they picked some pineapples off the plants . </s> they took them home and got fresh produce . </s> they made lots of pineapple and tongue . </s> they wanted to give it a try so they made it a menu item . </s> 
","john slammed the door of his car and twisted the ignition . </s> the car roared to life . </s> he would have to break a few laws to catch up with her . </s> pressing the clutch down he shifted into first gear . </s> gravel sprayed into the night air as the car shot off down the road . </s> 
","my son 's sister was born prematurely . </s> she had a heart defect . </s> it was corrected shortly after birth by surgery . </s> he was very worried about her . </s> ever since , he has been extremely protective over her . </s> 
",2,0,1,5,5
AMT_A32,"bob was traveling abroad when he stopped to eat at a small restaurant . </s> he was shocked to see a brown bear in the cage outside the restaurant . </s> the tourist attraction he had looked at was now gone . </s> bob was outraged and immediately reported the local authorities . </s> the paper reported the bear was removed and he was relieved . </s> 
","john had a raging toothache . </s> he called the dentist for an emergency appointment . </s> the dentist told him he could remove the dying tooth . </s> john told him to do whatever it takes to end the pain . </s> the dentist pulled the tooth right out of john 's head . </s> 
","the family was in costa rica . </s> they picked some pineapples off the plants . </s> they took them home and got fresh produce . </s> they made lots of pineapple and tongue . </s> they wanted to give it a try so they made it a menu item . </s> 
","john slammed the door of his car and twisted the ignition . </s> the car roared to life . </s> he would have to break a few laws to catch up with her . </s> pressing the clutch down he shifted into first gear . </s> gravel sprayed into the night air as the car shot off down the road . </s> 
","my son 's sister was born prematurely . </s> she had a heart defect . </s> it was corrected shortly after birth by surgery . </s> he was very worried about her . </s> ever since , he has been extremely protective over her . </s> 
",3,1,0,5,5
AMT_45W,"tom felt weak . </s> he started to faint . </s> his sister helped him up the stairs . </s> she told him he just was dehydrated . </s> he had been playing football out in the sun . </s> 
","one day my father took me and my daughter fishing in his boat . </s> i caught a catfish but dropped in in the boat . </s> my son had to hold my wife 's spine as she pulled her foot out . </s> then i pulled my thumb out . </s> my wife and i had a fun fishing trip . </s> 
","tom wanted to have a clean house . </s> he could not afford a maid . </s> he decided to take cleaning supplies . </s> he cleaned the house . </s> tom was happy that he had a clean home . </s> 
","john exercised in the gym for several hours . </s> he received a phone call from a manager . </s> she reminded him of an interview they had today . </s> john forgot about the interview and rushed home to clean himself . </s> however , he fell asleep on the couch and woke up in the morning . </s> 
","my mom was waiting in the examination room at the doctor 's office . </s> i was sitting outside in the car waiting for my mom . </s> i notice doctors and nurses were leaving . </s> i immediately got out the car and asked where is my mom ? </s> the doctor turned around and said we forgot about her . </s> 
",5,1,5,5,5
AMT_GVO,"tom felt weak . </s> he started to faint . </s> his sister helped him up the stairs . </s> she told him he just was dehydrated . </s> he had been playing football out in the sun . </s> 
","one day my father took me and my daughter fishing in his boat . </s> i caught a catfish but dropped in in the boat . </s> my son had to hold my wife 's spine as she pulled her foot out . </s> then i pulled my thumb out . </s> my wife and i had a fun fishing trip . </s> 
","tom wanted to have a clean house . </s> he could not afford a maid . </s> he decided to take cleaning supplies . </s> he cleaned the house . </s> tom was happy that he had a clean home . </s> 
","john exercised in the gym for several hours . </s> he received a phone call from a manager . </s> she reminded him of an interview they had today . </s> john forgot about the interview and rushed home to clean himself . </s> however , he fell asleep on the couch and woke up in the morning . </s> 
","my mom was waiting in the examination room at the doctor 's office . </s> i was sitting outside in the car waiting for my mom . </s> i notice doctors and nurses were leaving . </s> i immediately got out the car and asked where is my mom ? </s> the doctor turned around and said we forgot about her . </s> 
",5,2,5,3,4
AMT_A32,"tom felt weak . </s> he started to faint . </s> his sister helped him up the stairs . </s> she told him he just was dehydrated . </s> he had been playing football out in the sun . </s> 
","one day my father took me and my daughter fishing in his boat . </s> i caught a catfish but dropped in in the boat . </s> my son had to hold my wife 's spine as she pulled her foot out . </s> then i pulled my thumb out . </s> my wife and i had a fun fishing trip . </s> 
","tom wanted to have a clean house . </s> he could not afford a maid . </s> he decided to take cleaning supplies . </s> he cleaned the house . </s> tom was happy that he had a clean home . </s> 
","john exercised in the gym for several hours . </s> he received a phone call from a manager . </s> she reminded him of an interview they had today . </s> john forgot about the interview and rushed home to clean himself . </s> however , he fell asleep on the couch and woke up in the morning . </s> 
","my mom was waiting in the examination room at the doctor 's office . </s> i was sitting outside in the car waiting for my mom . </s> i notice doctors and nurses were leaving . </s> i immediately got out the car and asked where is my mom ? </s> the doctor turned around and said we forgot about her . </s> 
",5,1,5,5,1
AMT_Q42,"tom felt weak . </s> he started to faint . </s> his sister helped him up the stairs . </s> she told him he just was dehydrated . </s> he had been playing football out in the sun . </s> 
","one day my father took me and my daughter fishing in his boat . </s> i caught a catfish but dropped in in the boat . </s> my son had to hold my wife 's spine as she pulled her foot out . </s> then i pulled my thumb out . </s> my wife and i had a fun fishing trip . </s> 
","tom wanted to have a clean house . </s> he could not afford a maid . </s> he decided to take cleaning supplies . </s> he cleaned the house . </s> tom was happy that he had a clean home . </s> 
","john exercised in the gym for several hours . </s> he received a phone call from a manager . </s> she reminded him of an interview they had today . </s> john forgot about the interview and rushed home to clean himself . </s> however , he fell asleep on the couch and woke up in the morning . </s> 
","my mom was waiting in the examination room at the doctor 's office . </s> i was sitting outside in the car waiting for my mom . </s> i notice doctors and nurses were leaving . </s> i immediately got out the car and asked where is my mom ? </s> the doctor turned around and said we forgot about her . </s> 
",5,2,5,5,4
AMT_K0N,"tom felt weak . </s> he started to faint . </s> his sister helped him up the stairs . </s> she told him he just was dehydrated . </s> he had been playing football out in the sun . </s> 
","one day my father took me and my daughter fishing in his boat . </s> i caught a catfish but dropped in in the boat . </s> my son had to hold my wife 's spine as she pulled her foot out . </s> then i pulled my thumb out . </s> my wife and i had a fun fishing trip . </s> 
","tom wanted to have a clean house . </s> he could not afford a maid . </s> he decided to take cleaning supplies . </s> he cleaned the house . </s> tom was happy that he had a clean home . </s> 
","john exercised in the gym for several hours . </s> he received a phone call from a manager . </s> she reminded him of an interview they had today . </s> john forgot about the interview and rushed home to clean himself . </s> however , he fell asleep on the couch and woke up in the morning . </s> 
","my mom was waiting in the examination room at the doctor 's office . </s> i was sitting outside in the car waiting for my mom . </s> i notice doctors and nurses were leaving . </s> i immediately got out the car and asked where is my mom ? </s> the doctor turned around and said we forgot about her . </s> 
",5,2,5,5,5
AMT_SK1,"tom took his new truck off roading . </s> he was having a lot of fun until he hit some mud . </s> he was stuck in the mud . </s> he tried to dig for hours , but it was getting dark . </s> he finally pulled it out , and saw a friendly stranger in the mud . </s> 
","jane ate a peanut butter and jelly sandwich outside . </s> a squirrel noticed her last bite . </s> it started to chew on her face . </s> jane was afraid and sat down . </s> eventually , she got rid of all of her belongings from the library . </s> 
","every day , the school children would play in the park . </s> ruth lived opposite this park . </s> for years , she could n't stand the noise they made after school . </s> after her husband passed away , she learned to love the noise . </s> she realised that she disliked the noise only because her husband did . </s> 
","john slammed the door of his car and twisted the ignition . </s> the car roared to life . </s> john bent down to grab the rock in his hand . </s> he held the rock in his hand , and kept pressing , until he got the catch . </s> as he was pulling , he saw the gravel sprayed into the sky . </s> 
","tom loved his motorcycle . </s> he enjoyed riding the bike often . </s> however , it would start to smoke . </s> tom 's mechanic recommended an engine rebuild . </s> tom 's mechanic informed him his bike needed an engine rebuild . </s> 
",2,1,5,0,3
AMT_Q42,"tom took his new truck off roading . </s> he was having a lot of fun until he hit some mud . </s> he was stuck in the mud . </s> he tried to dig for hours , but it was getting dark . </s> he finally pulled it out , and saw a friendly stranger in the mud . </s> 
","jane ate a peanut butter and jelly sandwich outside . </s> a squirrel noticed her last bite . </s> it started to chew on her face . </s> jane was afraid and sat down . </s> eventually , she got rid of all of her belongings from the library . </s> 
","every day , the school children would play in the park . </s> ruth lived opposite this park . </s> for years , she could n't stand the noise they made after school . </s> after her husband passed away , she learned to love the noise . </s> she realised that she disliked the noise only because her husband did . </s> 
","john slammed the door of his car and twisted the ignition . </s> the car roared to life . </s> john bent down to grab the rock in his hand . </s> he held the rock in his hand , and kept pressing , until he got the catch . </s> as he was pulling , he saw the gravel sprayed into the sky . </s> 
","tom loved his motorcycle . </s> he enjoyed riding the bike often . </s> however , it would start to smoke . </s> tom 's mechanic recommended an engine rebuild . </s> tom 's mechanic informed him his bike needed an engine rebuild . </s> 
",1,0,5,0,3
AMT_K0N,"tom took his new truck off roading . </s> he was having a lot of fun until he hit some mud . </s> he was stuck in the mud . </s> he tried to dig for hours , but it was getting dark . </s> he finally pulled it out , and saw a friendly stranger in the mud . </s> 
","jane ate a peanut butter and jelly sandwich outside . </s> a squirrel noticed her last bite . </s> it started to chew on her face . </s> jane was afraid and sat down . </s> eventually , she got rid of all of her belongings from the library . </s> 
","every day , the school children would play in the park . </s> ruth lived opposite this park . </s> for years , she could n't stand the noise they made after school . </s> after her husband passed away , she learned to love the noise . </s> she realised that she disliked the noise only because her husband did . </s> 
","john slammed the door of his car and twisted the ignition . </s> the car roared to life . </s> john bent down to grab the rock in his hand . </s> he held the rock in his hand , and kept pressing , until he got the catch . </s> as he was pulling , he saw the gravel sprayed into the sky . </s> 
","tom loved his motorcycle . </s> he enjoyed riding the bike often . </s> however , it would start to smoke . </s> tom 's mechanic recommended an engine rebuild . </s> tom 's mechanic informed him his bike needed an engine rebuild . </s> 
",2,0,5,0,4
AMT_GVO,"tom took his new truck off roading . </s> he was having a lot of fun until he hit some mud . </s> he was stuck in the mud . </s> he tried to dig for hours , but it was getting dark . </s> he finally pulled it out , and saw a friendly stranger in the mud . </s> 
","jane ate a peanut butter and jelly sandwich outside . </s> a squirrel noticed her last bite . </s> it started to chew on her face . </s> jane was afraid and sat down . </s> eventually , she got rid of all of her belongings from the library . </s> 
","every day , the school children would play in the park . </s> ruth lived opposite this park . </s> for years , she could n't stand the noise they made after school . </s> after her husband passed away , she learned to love the noise . </s> she realised that she disliked the noise only because her husband did . </s> 
","john slammed the door of his car and twisted the ignition . </s> the car roared to life . </s> john bent down to grab the rock in his hand . </s> he held the rock in his hand , and kept pressing , until he got the catch . </s> as he was pulling , he saw the gravel sprayed into the sky . </s> 
","tom loved his motorcycle . </s> he enjoyed riding the bike often . </s> however , it would start to smoke . </s> tom 's mechanic recommended an engine rebuild . </s> tom 's mechanic informed him his bike needed an engine rebuild . </s> 
",2,0,5,0,4
AMT_TMT,"tom took his new truck off roading . </s> he was having a lot of fun until he hit some mud . </s> he was stuck in the mud . </s> he tried to dig for hours , but it was getting dark . </s> he finally pulled it out , and saw a friendly stranger in the mud . </s> 
","jane ate a peanut butter and jelly sandwich outside . </s> a squirrel noticed her last bite . </s> it started to chew on her face . </s> jane was afraid and sat down . </s> eventually , she got rid of all of her belongings from the library . </s> 
","every day , the school children would play in the park . </s> ruth lived opposite this park . </s> for years , she could n't stand the noise they made after school . </s> after her husband passed away , she learned to love the noise . </s> she realised that she disliked the noise only because her husband did . </s> 
","john slammed the door of his car and twisted the ignition . </s> the car roared to life . </s> john bent down to grab the rock in his hand . </s> he held the rock in his hand , and kept pressing , until he got the catch . </s> as he was pulling , he saw the gravel sprayed into the sky . </s> 
","tom loved his motorcycle . </s> he enjoyed riding the bike often . </s> however , it would start to smoke . </s> tom 's mechanic recommended an engine rebuild . </s> tom 's mechanic informed him his bike needed an engine rebuild . </s> 
",5,3,5,2,4
AMT_RGT,"tom had really bad vision . </s> he finally went to an optometrist . </s> tom was told he needed new glasses . </s> tom could n't afford them . </s> he stayed squinting for a long while . </s> 
","farrah was driving home from school . </s> a person was riding a bicycle in front of her . </s> he continued to move slowly . </s> farrah looked away for a second . </s> she did n't notice that he stopped and she ran over him . </s> 
","tina was at the bar . </s> she went to the bathroom . </s> then she noticed a lot of guys staring at her . </s> she thought they looked good , so she took out some . </s> her friend told her that it was the best towel paper he 'd ever seen . </s> 
","neil heard of a special town one day from a book . </s> he was so curious about it , but could n't find it . </s> his parents told him that it was a fake town . </s> so he was told it was in england and they searched everywhere . </s> he found it and was glad to have found the town he really like ! </s> 
","jim was up surfing the internet . </s> he kept forgetting to go to sleep . </s> eventually the sun started to come up . </s> jim realized he had stayed up all night . </s> by then it was too late to try and sleep . </s> 
",5,5,2,2,5
AMT_Q42,"tom had really bad vision . </s> he finally went to an optometrist . </s> tom was told he needed new glasses . </s> tom could n't afford them . </s> he stayed squinting for a long while . </s> 
","farrah was driving home from school . </s> a person was riding a bicycle in front of her . </s> he continued to move slowly . </s> farrah looked away for a second . </s> she did n't notice that he stopped and she ran over him . </s> 
","tina was at the bar . </s> she went to the bathroom . </s> then she noticed a lot of guys staring at her . </s> she thought they looked good , so she took out some . </s> her friend told her that it was the best towel paper he 'd ever seen . </s> 
","neil heard of a special town one day from a book . </s> he was so curious about it , but could n't find it . </s> his parents told him that it was a fake town . </s> so he was told it was in england and they searched everywhere . </s> he found it and was glad to have found the town he really like ! </s> 
","jim was up surfing the internet . </s> he kept forgetting to go to sleep . </s> eventually the sun started to come up . </s> jim realized he had stayed up all night . </s> by then it was too late to try and sleep . </s> 
",5,5,2,2,5
AMT_L8W,"tom had really bad vision . </s> he finally went to an optometrist . </s> tom was told he needed new glasses . </s> tom could n't afford them . </s> he stayed squinting for a long while . </s> 
","farrah was driving home from school . </s> a person was riding a bicycle in front of her . </s> he continued to move slowly . </s> farrah looked away for a second . </s> she did n't notice that he stopped and she ran over him . </s> 
","tina was at the bar . </s> she went to the bathroom . </s> then she noticed a lot of guys staring at her . </s> she thought they looked good , so she took out some . </s> her friend told her that it was the best towel paper he 'd ever seen . </s> 
","neil heard of a special town one day from a book . </s> he was so curious about it , but could n't find it . </s> his parents told him that it was a fake town . </s> so he was told it was in england and they searched everywhere . </s> he found it and was glad to have found the town he really like ! </s> 
","jim was up surfing the internet . </s> he kept forgetting to go to sleep . </s> eventually the sun started to come up . </s> jim realized he had stayed up all night . </s> by then it was too late to try and sleep . </s> 
",5,5,2,5,5
AMT_SK1,"tom had really bad vision . </s> he finally went to an optometrist . </s> tom was told he needed new glasses . </s> tom could n't afford them . </s> he stayed squinting for a long while . </s> 
","farrah was driving home from school . </s> a person was riding a bicycle in front of her . </s> he continued to move slowly . </s> farrah looked away for a second . </s> she did n't notice that he stopped and she ran over him . </s> 
","tina was at the bar . </s> she went to the bathroom . </s> then she noticed a lot of guys staring at her . </s> she thought they looked good , so she took out some . </s> her friend told her that it was the best towel paper he 'd ever seen . </s> 
","neil heard of a special town one day from a book . </s> he was so curious about it , but could n't find it . </s> his parents told him that it was a fake town . </s> so he was told it was in england and they searched everywhere . </s> he found it and was glad to have found the town he really like ! </s> 
","jim was up surfing the internet . </s> he kept forgetting to go to sleep . </s> eventually the sun started to come up . </s> jim realized he had stayed up all night . </s> by then it was too late to try and sleep . </s> 
",5,5,1,2,5
AMT_K0N,"tom had really bad vision . </s> he finally went to an optometrist . </s> tom was told he needed new glasses . </s> tom could n't afford them . </s> he stayed squinting for a long while . </s> 
","farrah was driving home from school . </s> a person was riding a bicycle in front of her . </s> he continued to move slowly . </s> farrah looked away for a second . </s> she did n't notice that he stopped and she ran over him . </s> 
","tina was at the bar . </s> she went to the bathroom . </s> then she noticed a lot of guys staring at her . </s> she thought they looked good , so she took out some . </s> her friend told her that it was the best towel paper he 'd ever seen . </s> 
","neil heard of a special town one day from a book . </s> he was so curious about it , but could n't find it . </s> his parents told him that it was a fake town . </s> so he was told it was in england and they searched everywhere . </s> he found it and was glad to have found the town he really like ! </s> 
","jim was up surfing the internet . </s> he kept forgetting to go to sleep . </s> eventually the sun started to come up . </s> jim realized he had stayed up all night . </s> by then it was too late to try and sleep . </s> 
",5,5,2,3,5
AMT_TMT,"donna 's son was having trouble in school . </s> he would fail if his grades did n't go up . </s> the tutor went to work with donna 's son . </s> the tutor worked hard and her son 's grades started to go up . </s> the day came when his grades started going up . </s> 
","we were invited to my aunt 's house . </s> she was going to make dinner for us . </s> we got there , and could smell the roast cooking . </s> we sat on the couch and talked before dinner . </s> a good time was had by all . </s> 
","suzy was asked by her neighbors to babysit children . </s> so she agreed to do it . </s> but when she came over , the kids were wild . </s> suzy could not take it . </s> after she was done , she realized she did not want to have children . </s> 
","liam loved animals . </s> a dog in the neighborhood was his favorite . </s> he would pet him every time he walked home from school . </s> one day , the dog was gone . </s> liam worried something had happened to him . </s> 
","tom was at the bar . </s> a song he really liked came on . </s> he had never heard it before . </s> he asked around until someone told him what it was . </s> tom downloaded it and checked out the band . </s> 
",4,5,5,5,5
AMT_Q42,"donna 's son was having trouble in school . </s> he would fail if his grades did n't go up . </s> the tutor went to work with donna 's son . </s> the tutor worked hard and her son 's grades started to go up . </s> the day came when his grades started going up . </s> 
","we were invited to my aunt 's house . </s> she was going to make dinner for us . </s> we got there , and could smell the roast cooking . </s> we sat on the couch and talked before dinner . </s> a good time was had by all . </s> 
","suzy was asked by her neighbors to babysit children . </s> so she agreed to do it . </s> but when she came over , the kids were wild . </s> suzy could not take it . </s> after she was done , she realized she did not want to have children . </s> 
","liam loved animals . </s> a dog in the neighborhood was his favorite . </s> he would pet him every time he walked home from school . </s> one day , the dog was gone . </s> liam worried something had happened to him . </s> 
","tom was at the bar . </s> a song he really liked came on . </s> he had never heard it before . </s> he asked around until someone told him what it was . </s> tom downloaded it and checked out the band . </s> 
",4,5,5,5,5
AMT_RGT,"donna 's son was having trouble in school . </s> he would fail if his grades did n't go up . </s> the tutor went to work with donna 's son . </s> the tutor worked hard and her son 's grades started to go up . </s> the day came when his grades started going up . </s> 
","we were invited to my aunt 's house . </s> she was going to make dinner for us . </s> we got there , and could smell the roast cooking . </s> we sat on the couch and talked before dinner . </s> a good time was had by all . </s> 
","suzy was asked by her neighbors to babysit children . </s> so she agreed to do it . </s> but when she came over , the kids were wild . </s> suzy could not take it . </s> after she was done , she realized she did not want to have children . </s> 
","liam loved animals . </s> a dog in the neighborhood was his favorite . </s> he would pet him every time he walked home from school . </s> one day , the dog was gone . </s> liam worried something had happened to him . </s> 
","tom was at the bar . </s> a song he really liked came on . </s> he had never heard it before . </s> he asked around until someone told him what it was . </s> tom downloaded it and checked out the band . </s> 
",4,5,5,5,4
AMT_SK1,"donna 's son was having trouble in school . </s> he would fail if his grades did n't go up . </s> the tutor went to work with donna 's son . </s> the tutor worked hard and her son 's grades started to go up . </s> the day came when his grades started going up . </s> 
","we were invited to my aunt 's house . </s> she was going to make dinner for us . </s> we got there , and could smell the roast cooking . </s> we sat on the couch and talked before dinner . </s> a good time was had by all . </s> 
","suzy was asked by her neighbors to babysit children . </s> so she agreed to do it . </s> but when she came over , the kids were wild . </s> suzy could not take it . </s> after she was done , she realized she did not want to have children . </s> 
","liam loved animals . </s> a dog in the neighborhood was his favorite . </s> he would pet him every time he walked home from school . </s> one day , the dog was gone . </s> liam worried something had happened to him . </s> 
","tom was at the bar . </s> a song he really liked came on . </s> he had never heard it before . </s> he asked around until someone told him what it was . </s> tom downloaded it and checked out the band . </s> 
",4,5,5,5,5
AMT_K0N,"donna 's son was having trouble in school . </s> he would fail if his grades did n't go up . </s> the tutor went to work with donna 's son . </s> the tutor worked hard and her son 's grades started to go up . </s> the day came when his grades started going up . </s> 
","we were invited to my aunt 's house . </s> she was going to make dinner for us . </s> we got there , and could smell the roast cooking . </s> we sat on the couch and talked before dinner . </s> a good time was had by all . </s> 
","suzy was asked by her neighbors to babysit children . </s> so she agreed to do it . </s> but when she came over , the kids were wild . </s> suzy could not take it . </s> after she was done , she realized she did not want to have children . </s> 
","liam loved animals . </s> a dog in the neighborhood was his favorite . </s> he would pet him every time he walked home from school . </s> one day , the dog was gone . </s> liam worried something had happened to him . </s> 
","tom was at the bar . </s> a song he really liked came on . </s> he had never heard it before . </s> he asked around until someone told him what it was . </s> tom downloaded it and checked out the band . </s> 
",3,5,5,5,5
AMT_TMT,"lars bought his daughter an ice cream cone . </s> she bit into it and the scoop fell off the cone . </s> he sighed and ordered her another . </s> she dropped the ice cream again . </s> lars took away both empty cones and ate them and they went home . </s> 
","when annika was a baby , she had acid reflux . </s> she refused to sleep , and would just scream instead . </s> all night long , i used to walk up and down the hall with her . </s> i would tell her that i was going to drop her off at the fire station . </s> i was so relieved when she finally grew out of it . </s> 
","nate was out on a hot day . </s> his nose started bleeding . </s> nate did n't realize it was the heat . </s> his friend thought he 'd injured his nose . </s> nate cleaned up the mess afterwards . </s> 
","katie liked to make hummus . </s> she gathered all the ingredients and mashed them together . </s> she finished the meal with a scoop of carrot and crackers . </s> the final touch was a little dab of olive oil . </s> it made the perfect hummus . </s> 
","billy stole a candy bar from a store . </s> he bragged to his friend 's about stealing it . </s> his friend told his mother . </s> his mother made billy return it . </s> billy stole nothing . </s> 
",5,5,5,5,5
AMT_Q42,"lars bought his daughter an ice cream cone . </s> she bit into it and the scoop fell off the cone . </s> he sighed and ordered her another . </s> she dropped the ice cream again . </s> lars took away both empty cones and ate them and they went home . </s> 
","when annika was a baby , she had acid reflux . </s> she refused to sleep , and would just scream instead . </s> all night long , i used to walk up and down the hall with her . </s> i would tell her that i was going to drop her off at the fire station . </s> i was so relieved when she finally grew out of it . </s> 
","nate was out on a hot day . </s> his nose started bleeding . </s> nate did n't realize it was the heat . </s> his friend thought he 'd injured his nose . </s> nate cleaned up the mess afterwards . </s> 
","katie liked to make hummus . </s> she gathered all the ingredients and mashed them together . </s> she finished the meal with a scoop of carrot and crackers . </s> the final touch was a little dab of olive oil . </s> it made the perfect hummus . </s> 
","billy stole a candy bar from a store . </s> he bragged to his friend 's about stealing it . </s> his friend told his mother . </s> his mother made billy return it . </s> billy stole nothing . </s> 
",3,5,5,2,2
AMT_SK1,"lars bought his daughter an ice cream cone . </s> she bit into it and the scoop fell off the cone . </s> he sighed and ordered her another . </s> she dropped the ice cream again . </s> lars took away both empty cones and ate them and they went home . </s> 
","when annika was a baby , she had acid reflux . </s> she refused to sleep , and would just scream instead . </s> all night long , i used to walk up and down the hall with her . </s> i would tell her that i was going to drop her off at the fire station . </s> i was so relieved when she finally grew out of it . </s> 
","nate was out on a hot day . </s> his nose started bleeding . </s> nate did n't realize it was the heat . </s> his friend thought he 'd injured his nose . </s> nate cleaned up the mess afterwards . </s> 
","katie liked to make hummus . </s> she gathered all the ingredients and mashed them together . </s> she finished the meal with a scoop of carrot and crackers . </s> the final touch was a little dab of olive oil . </s> it made the perfect hummus . </s> 
","billy stole a candy bar from a store . </s> he bragged to his friend 's about stealing it . </s> his friend told his mother . </s> his mother made billy return it . </s> billy stole nothing . </s> 
",5,5,5,5,2
AMT_A32,"lars bought his daughter an ice cream cone . </s> she bit into it and the scoop fell off the cone . </s> he sighed and ordered her another . </s> she dropped the ice cream again . </s> lars took away both empty cones and ate them and they went home . </s> 
","when annika was a baby , she had acid reflux . </s> she refused to sleep , and would just scream instead . </s> all night long , i used to walk up and down the hall with her . </s> i would tell her that i was going to drop her off at the fire station . </s> i was so relieved when she finally grew out of it . </s> 
","nate was out on a hot day . </s> his nose started bleeding . </s> nate did n't realize it was the heat . </s> his friend thought he 'd injured his nose . </s> nate cleaned up the mess afterwards . </s> 
","katie liked to make hummus . </s> she gathered all the ingredients and mashed them together . </s> she finished the meal with a scoop of carrot and crackers . </s> the final touch was a little dab of olive oil . </s> it made the perfect hummus . </s> 
","billy stole a candy bar from a store . </s> he bragged to his friend 's about stealing it . </s> his friend told his mother . </s> his mother made billy return it . </s> billy stole nothing . </s> 
",5,5,5,5,1
AMT_K0N,"lars bought his daughter an ice cream cone . </s> she bit into it and the scoop fell off the cone . </s> he sighed and ordered her another . </s> she dropped the ice cream again . </s> lars took away both empty cones and ate them and they went home . </s> 
","when annika was a baby , she had acid reflux . </s> she refused to sleep , and would just scream instead . </s> all night long , i used to walk up and down the hall with her . </s> i would tell her that i was going to drop her off at the fire station . </s> i was so relieved when she finally grew out of it . </s> 
","nate was out on a hot day . </s> his nose started bleeding . </s> nate did n't realize it was the heat . </s> his friend thought he 'd injured his nose . </s> nate cleaned up the mess afterwards . </s> 
","katie liked to make hummus . </s> she gathered all the ingredients and mashed them together . </s> she finished the meal with a scoop of carrot and crackers . </s> the final touch was a little dab of olive oil . </s> it made the perfect hummus . </s> 
","billy stole a candy bar from a store . </s> he bragged to his friend 's about stealing it . </s> his friend told his mother . </s> his mother made billy return it . </s> billy stole nothing . </s> 
",5,5,5,5,1
AMT_TFX,"kyle and kim went to madrid for a holiday . </s> they went with only each other to maximise their time . </s> this was because they did n't enjoy the dynamics of a big group . </s> people would always end up losing out because of others ' choices . </s> this time , they did everything they wanted to do with time to spare . </s> 
","my mother-in-law has terrible taste in clothing . </s> she bought my daughter a hideous dress to wear for her birthday . </s> she told me to gag before i could hurt her mouth shut , or else i would n't be offended . </s> when she put the ugly dress on my daughter , she began to twist and delight . </s> as soon as she got the dress suddenly , she gave it a try and it fit her perfectly . </s> 
","one day ursula took a trip to vegas . </s> first she went to the strip . </s> next she went to los angeles . </s> finally she went to the stratospheric space . </s> ursula had a great time . </s> 
","josh was so excited about his new phone . </s> when it came in he added all his favorite apps . </s> he bought a new case . </s> then as he was out one day , he dropped it face down . </s> josh shattered his phone within hours of getting it . </s> 
","people were telling me that my videos were annoying to listen to . </s> i thought that i should take that personally . </s> i remembered that i had a filter in my phone . </s> so , i started to make my own voice sound more abrasive . </s> eventually , people started to make comments about me about my filter . </s> 
",5,2,2,5,5
AMT_SK1,"kyle and kim went to madrid for a holiday . </s> they went with only each other to maximise their time . </s> this was because they did n't enjoy the dynamics of a big group . </s> people would always end up losing out because of others ' choices . </s> this time , they did everything they wanted to do with time to spare . </s> 
","my mother-in-law has terrible taste in clothing . </s> she bought my daughter a hideous dress to wear for her birthday . </s> she told me to gag before i could hurt her mouth shut , or else i would n't be offended . </s> when she put the ugly dress on my daughter , she began to twist and delight . </s> as soon as she got the dress suddenly , she gave it a try and it fit her perfectly . </s> 
","one day ursula took a trip to vegas . </s> first she went to the strip . </s> next she went to los angeles . </s> finally she went to the stratospheric space . </s> ursula had a great time . </s> 
","josh was so excited about his new phone . </s> when it came in he added all his favorite apps . </s> he bought a new case . </s> then as he was out one day , he dropped it face down . </s> josh shattered his phone within hours of getting it . </s> 
","people were telling me that my videos were annoying to listen to . </s> i thought that i should take that personally . </s> i remembered that i had a filter in my phone . </s> so , i started to make my own voice sound more abrasive . </s> eventually , people started to make comments about me about my filter . </s> 
",5,1,5,5,5
AMT_K0N,"kyle and kim went to madrid for a holiday . </s> they went with only each other to maximise their time . </s> this was because they did n't enjoy the dynamics of a big group . </s> people would always end up losing out because of others ' choices . </s> this time , they did everything they wanted to do with time to spare . </s> 
","my mother-in-law has terrible taste in clothing . </s> she bought my daughter a hideous dress to wear for her birthday . </s> she told me to gag before i could hurt her mouth shut , or else i would n't be offended . </s> when she put the ugly dress on my daughter , she began to twist and delight . </s> as soon as she got the dress suddenly , she gave it a try and it fit her perfectly . </s> 
","one day ursula took a trip to vegas . </s> first she went to the strip . </s> next she went to los angeles . </s> finally she went to the stratospheric space . </s> ursula had a great time . </s> 
","josh was so excited about his new phone . </s> when it came in he added all his favorite apps . </s> he bought a new case . </s> then as he was out one day , he dropped it face down . </s> josh shattered his phone within hours of getting it . </s> 
","people were telling me that my videos were annoying to listen to . </s> i thought that i should take that personally . </s> i remembered that i had a filter in my phone . </s> so , i started to make my own voice sound more abrasive . </s> eventually , people started to make comments about me about my filter . </s> 
",5,1,1,1,5
